accession,organism_name,tax_id,fppl_name,priority,release_date,collection_date,geo_loc_name,host,isolation_source,host_disease,env_broad_scale,host_category,submitter,submitter_category,bioproject_accession,study_accession,platform,instrument_model,library_strategy,library_source,library_selection
SRR35851111,Candidozyma auris,498019,Candida auris,Critical,2025-10-23 12:44:15,2025-04-20,USA:Southeast,Homo sapiens,Vein,,,human,TN DOH,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35851112,Candidozyma auris,498019,Candida auris,Critical,2025-10-23 12:44:15,2023-05-28,USA:Southeast,Homo sapiens,urine,,,human,TN DOH,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35850286,Candidozyma auris,498019,Candida auris,Critical,2025-10-23 12:36:09,2025-07-14,USA:Southeast,Homo sapiens,Axilla and groin swab,,,human,TN DOH,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35850287,Candidozyma auris,498019,Candida auris,Critical,2025-10-23 12:36:09,2025-06-14,USA:Southeast,Homo sapiens,urine,,,human,TN DOH,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35850288,Candidozyma auris,498019,Candida auris,Critical,2025-10-23 12:36:09,2025-06-19,USA:Southeast,Homo sapiens,Axilla and groin swab,,,human,TN DOH,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35850289,Candidozyma auris,498019,Candida auris,Critical,2025-10-23 12:36:09,2025-06-09,USA:Southeast,Homo sapiens,Axilla and groin swab,,,human,TN DOH,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35850290,Candidozyma auris,498019,Candida auris,Critical,2025-10-23 12:36:09,2025-06-09,USA:Southeast,Homo sapiens,Axilla and groin swab,,,human,TN DOH,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35850291,Candidozyma auris,498019,Candida auris,Critical,2025-10-23 12:36:09,2025-06-10,USA:Southeast,Homo sapiens,Axilla and groin swab,,,human,TN DOH,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35850292,Candidozyma auris,498019,Candida auris,Critical,2025-10-23 12:36:08,2025-06-10,USA:Southeast,Homo sapiens,Axilla and groin swab,,,human,TN DOH,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35850293,Candidozyma auris,498019,Candida auris,Critical,2025-10-23 12:36:08,2025-05-06,USA:Southeast,Homo sapiens,Axilla and groin swab,,,human,TN DOH,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35850294,Candidozyma auris,498019,Candida auris,Critical,2025-10-23 12:36:08,2025-07-15,USA:Southeast,Homo sapiens,Axilla and groin swab,,,human,TN DOH,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35850295,Candidozyma auris,498019,Candida auris,Critical,2025-10-23 12:36:08,2025-05-06,USA:Southeast,Homo sapiens,Axilla and groin swab,,,human,TN DOH,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35850296,Candidozyma auris,498019,Candida auris,Critical,2025-10-23 12:36:08,2025-04-02,USA:Southeast,Homo sapiens,Axilla and groin swab,,,human,TN DOH,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845440,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:52,2024,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845441,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:52,2025,USA,Homo sapiens,urine,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845442,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:52,2025,USA,Homo sapiens,blood,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845443,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:52,2025,USA,Homo sapiens,sputum,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845444,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:52,2024,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845445,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:52,2024,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845446,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:51,2024,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845447,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:51,2024,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845448,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:51,2023,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845449,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:51,2024,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845450,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:51,2024,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845451,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:50,2024,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845452,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:50,2024,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845453,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:49,2024,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845454,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:48,2024,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845455,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:48,2024,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845456,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:48,2024,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845457,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:47,2024,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845458,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:43,2024,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845459,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:42,2023,USA,Homo sapiens,blood,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845460,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:42,2024,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845461,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:41,2024,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845462,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:41,2024,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845463,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:43,2024,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845464,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:40,2023,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845465,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:45,2023,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845466,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:47,2023,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845467,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:40,2023,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845468,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:40,2023,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845469,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:39,2025,USA,Homo sapiens,blood,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845470,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:38,2022,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845471,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:38,2025,USA,Homo sapiens,wound,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845472,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:37,2025,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845473,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:47,2025,USA,Homo sapiens,wound,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845474,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:47,2025,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845475,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:37,2025,USA,Homo sapiens,urine,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845476,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:36,2023,USA,Homo sapiens,urine,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845477,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:36,2025,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845478,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:35,2025,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845479,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:35,2025,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845480,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:46,2025,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845481,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:35,2024,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845482,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:34,2024,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845483,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:44,2024,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845484,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:34,2024,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845485,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:33,2023,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845486,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:45,2024,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35845487,Candidozyma auris,498019,Candida auris,Critical,2025-10-22 12:46:33,2024,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35836069,Candidozyma auris,498019,Candida auris,Critical,2025-10-21 14:22:05,2025,USA:Northeast,Homo sapiens,swab,,,human,NJPHEL_ARLN_HAI,other,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35833456,Candidozyma auris,498019,Candida auris,Critical,2025-10-21 09:58:03,2025-09,USA:Central,Homo sapiens,urine,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35833457,Candidozyma auris,498019,Candida auris,Critical,2025-10-21 09:58:03,2025-09,USA:Central,Homo sapiens,urine,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35833458,Candidozyma auris,498019,Candida auris,Critical,2025-10-21 09:58:02,2025-09,USA:Central,Homo sapiens,Bronchial wash,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35815535,Candidozyma auris,498019,Candida auris,Critical,2025-10-17 15:04:56,2025-09,USA: Midwest,Homo sapiens,axilla/groin,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35815536,Candidozyma auris,498019,Candida auris,Critical,2025-10-17 15:04:56,2025-09,USA: Midwest,Homo sapiens,axilla/groin,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35815537,Candidozyma auris,498019,Candida auris,Critical,2025-10-17 15:04:56,2025-10,USA: Midwest,Homo sapiens,whole blood,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35815538,Candidozyma auris,498019,Candida auris,Critical,2025-10-17 15:04:56,2025-09,USA: Midwest,Homo sapiens,axilla/groin,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35814330,Candidozyma auris,498019,Candida auris,Critical,2025-10-17 11:56:48,2025-09,USA:Central,Homo sapiens,urine,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,MiSeq i100,WGS,GENOMIC,RANDOM
SRR35808149,Candidozyma auris,498019,Candida auris,Critical,2025-10-16 13:41:37,2025-09-25,USA:Mountain,Homo sapiens,,,,human,TXDSHS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35808150,Candidozyma auris,498019,Candida auris,Critical,2025-10-16 13:41:37,2025-09-26,USA:Mountain,Homo sapiens,urine,,,human,TXDSHS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35808151,Candidozyma auris,498019,Candida auris,Critical,2025-10-16 13:41:37,2025-09-20,USA:Mountain,Homo sapiens,blood,,,human,TXDSHS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35808152,Candidozyma auris,498019,Candida auris,Critical,2025-10-16 13:41:37,2025-08-15,USA:Mountain,Homo sapiens,bone,,,human,TXDSHS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35808153,Candidozyma auris,498019,Candida auris,Critical,2025-10-16 13:41:37,2025-09-19,USA:Mountain,Homo sapiens,urine,,,human,TXDSHS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35808154,Candidozyma auris,498019,Candida auris,Critical,2025-10-16 13:41:37,2025-09-16,USA:Mountain,Homo sapiens,urine,,,human,TXDSHS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35808155,Candidozyma auris,498019,Candida auris,Critical,2025-10-16 13:41:37,2025-09-07,USA:Mountain,Homo sapiens,Fluid,,,human,TXDSHS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35808156,Candidozyma auris,498019,Candida auris,Critical,2025-10-16 13:41:37,2025-08-09,USA:Mountain,Homo sapiens,Peritoneal fluid,,,human,TXDSHS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35807850,Candidozyma auris,498019,Candida auris,Critical,2025-10-16 13:38:03,2025-09,USA:Central,Homo sapiens,Axilla/groin swab,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35807851,Candidozyma auris,498019,Candida auris,Critical,2025-10-16 13:38:02,2025-09,USA:Central,Homo sapiens,Axilla/groin swab,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35807852,Candidozyma auris,498019,Candida auris,Critical,2025-10-16 13:21:47,2025-09,USA:Central,Homo sapiens,Toenail,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35807853,Candidozyma auris,498019,Candida auris,Critical,2025-10-16 13:21:46,2025-09,USA:Central,Homo sapiens,Aspirate; Right Knee,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35807854,Candidozyma auris,498019,Candida auris,Critical,2025-10-16 13:21:47,2025-08,USA:Central,Homo sapiens,Tissue; Knee,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35807855,Candidozyma auris,498019,Candida auris,Critical,2025-10-16 13:21:46,2025-09,USA:Central,Homo sapiens,blood,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35807856,Candidozyma auris,498019,Candida auris,Critical,2025-10-16 13:21:46,2025-09,USA:Central,Homo sapiens,Sternum,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35807857,Candidozyma auris,498019,Candida auris,Critical,2025-10-16 13:21:45,2025-09,USA:Central,Homo sapiens,urine,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35807858,Candidozyma auris,498019,Candida auris,Critical,2025-10-16 13:21:45,2025-09,USA:Central,Homo sapiens,Axilla/groin swab,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35807859,Candidozyma auris,498019,Candida auris,Critical,2025-10-16 13:21:45,2025-09,USA:Central,Homo sapiens,urine,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35807860,Candidozyma auris,498019,Candida auris,Critical,2025-10-16 13:38:02,2025-09,USA:Central,Homo sapiens,Axilla/groin swab,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35807861,Candidozyma auris,498019,Candida auris,Critical,2025-10-16 13:21:45,2025-09,USA:Central,Homo sapiens,blood,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35807862,Candidozyma auris,498019,Candida auris,Critical,2025-10-16 13:38:02,2025-09,USA:Central,Homo sapiens,urine,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35792151,Candidozyma auris,498019,Candida auris,Critical,2025-10-14 12:02:34,2025-09,USA:Midwest,Homo sapiens,blood,,,human,Wisconsin State Laboratory of Hygiene,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35792152,Candidozyma auris,498019,Candida auris,Critical,2025-10-14 12:02:34,2025-09,USA:Midwest,Homo sapiens,blood,,,human,Wisconsin State Laboratory of Hygiene,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35792153,Candidozyma auris,498019,Candida auris,Critical,2025-10-14 12:02:34,2025-09,USA:Midwest,Homo sapiens,blood,,,human,Wisconsin State Laboratory of Hygiene,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35792154,Candidozyma auris,498019,Candida auris,Critical,2025-10-14 12:02:34,2025-09,USA:Midwest,Homo sapiens,foot,,,human,Wisconsin State Laboratory of Hygiene,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35792155,Candidozyma auris,498019,Candida auris,Critical,2025-10-14 12:02:34,2025-09,USA:Midwest,Homo sapiens,blood,,,human,Wisconsin State Laboratory of Hygiene,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35792156,Candidozyma auris,498019,Candida auris,Critical,2025-10-14 12:02:34,2025-09,USA:Midwest,Homo sapiens,urine,,,human,Wisconsin State Laboratory of Hygiene,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35792157,Candidozyma auris,498019,Candida auris,Critical,2025-10-14 12:02:34,2025-09,USA:Midwest,Homo sapiens,blood,,,human,Wisconsin State Laboratory of Hygiene,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35792158,Candidozyma auris,498019,Candida auris,Critical,2025-10-14 12:02:34,2025-09,USA:Midwest,Homo sapiens,blood,,,human,Wisconsin State Laboratory of Hygiene,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35792159,Candidozyma auris,498019,Candida auris,Critical,2025-10-14 12:02:33,2025-09,USA:Midwest,Homo sapiens,Trachael Aspirate,,,human,Wisconsin State Laboratory of Hygiene,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35792160,Candidozyma auris,498019,Candida auris,Critical,2025-10-14 12:02:33,2025-09,USA:Midwest,Homo sapiens,Axilla/Groin,,,human,Wisconsin State Laboratory of Hygiene,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35792161,Candidozyma auris,498019,Candida auris,Critical,2025-10-14 12:02:33,2025-09,USA:Midwest,Homo sapiens,urine,,,human,Wisconsin State Laboratory of Hygiene,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35792162,Candidozyma auris,498019,Candida auris,Critical,2025-10-14 12:02:33,2025-09,USA:Midwest,Homo sapiens,Perianal,,,human,Wisconsin State Laboratory of Hygiene,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
