accession,organism_name,tax_id,fppl_name,priority,release_date,assembly_level,collection_date,geo_loc_name,host,isolation_source,host_disease,env_broad_scale,host_category,submitter,submitter_category,biosample_owner,assembly_submitter,bioproject_accession,genome_size_bp,gc_percent
GCA_053754965.1,Fusarium oxysporum f. sp. cubense,61366,Fusarium spp.,High,2025-11-28,Chromosome,2004,Taiwan,Infected Cavendish banana,Pseudostem,,,plant,National Taiwan University,university,National Taiwan University,"Innovative Translational Agricultural Research (ITAR), Academia Sinica",PRJNA1271724,48152668,47.5
GCA_000350345.1,Fusarium oxysporum f. sp. cubense race 1,1229664,Fusarium spp.,High,2013-04-09,Scaffold,2008-07,China: Hainan,Musa ABB Group,infected corm,,,plant,"Beijing Genomics Institute, Department of Science and Technology",other,"Beijing Genomics Institute, Department of Science and Technology",BGI,PRJNA174274,47657417,48.0
GCA_016802225.1,Fusarium oxysporum f. sp. cubense race 1,1229664,Fusarium spp.,High,2021-02-04,Chromosome,2019,India,,Corm,,Agriculture,laboratory,National Research Centre for Banana,research_institute,National Research Centre for Banana,National Research Centre for Banana,PRJNA687500,61386710,48.5
GCA_001702495.1,Fusarium oxysporum f. sp. cucumerinum,5508,Fusarium spp.,High,2016-08-10,Scaffold,1999,China,,,,,unknown,University of Amsterdam,university,University of Amsterdam,University of Amsterdam,PRJNA306247,48892912,47.5
GCA_001702515.1,Fusarium oxysporum f. sp. cucumerinum,5508,Fusarium spp.,High,2016-08-10,Scaffold,,Japan,,,,,unknown,University of Amsterdam,university,University of Amsterdam,University of Amsterdam,PRJNA306247,51394345,47.5
GCA_001702545.1,Fusarium oxysporum f. sp. cucumerinum,5508,Fusarium spp.,High,2016-08-10,Scaffold,1994,Greece: Crete,,,,,unknown,University of Amsterdam,university,University of Amsterdam,University of Amsterdam,PRJNA306247,57435926,47.5
GCA_001702555.1,Fusarium oxysporum f. sp. cucumerinum,5508,Fusarium spp.,High,2016-08-10,Scaffold,1956,USA: Florida,,,,,unknown,University of Amsterdam,university,University of Amsterdam,University of Amsterdam,PRJNA306247,56857404,47.5
GCA_001702575.1,Fusarium oxysporum f. sp. cucumerinum,5508,Fusarium spp.,High,2016-08-10,Scaffold,1999,China,,,,,unknown,University of Amsterdam,university,University of Amsterdam,University of Amsterdam,PRJNA306247,51983016,47.5
GCA_001702615.1,Fusarium oxysporum f. sp. cucumerinum,5508,Fusarium spp.,High,2016-08-10,Scaffold,1995,Israel,,,,,unknown,University of Amsterdam,university,University of Amsterdam,University of Amsterdam,PRJNA306247,56803069,47.5
GCA_001702635.1,Fusarium oxysporum f. sp. cucumerinum,5508,Fusarium spp.,High,2016-08-10,Scaffold,1985,Japan,,,,,unknown,University of Amsterdam,university,University of Amsterdam,University of Amsterdam,PRJNA306247,48396317,47.5
GCA_001702655.1,Fusarium oxysporum f. sp. cucumerinum,5508,Fusarium spp.,High,2016-08-10,Scaffold,1979,Netherlands,,,,,unknown,University of Amsterdam,university,University of Amsterdam,University of Amsterdam,PRJNA306247,51609830,47.5
GCA_001703455.1,Fusarium oxysporum f. sp. cucumerinum,5508,Fusarium spp.,High,2016-08-10,Scaffold,1999,China,,,,,unknown,University of Amsterdam,university,University of Amsterdam,University of Amsterdam,PRJNA306247,48659641,47.5
GCA_037126525.1,Fusarium oxysporum f. sp. cyclaminis,178565,Fusarium spp.,High,2024-03-13,Contig,2023-06-23,"Brazil: Sao Paulo, Holambra",,Cyclamen persicum plant,,Cyclamen persicum production greenhouse,plant,Embrapa,agriculture,Embrapa,Embrapa,PRJNA1068603,48982532,47.5
GCA_025216825.1,Fusarium oxysporum f. sp. dianthi,42551,Fusarium spp.,High,2022-09-14,Contig,1976,Australia: New South Wales,Dianthus caryophyllus L. cv. Sims,,,agricultural ecosystem,plant,"AGRIBIO, CENTRE FOR AGRIBIOSCIENC",agriculture,"AGRIBIO, CENTRE FOR AGRIBIOSCIENC","AGRIBIO, CENTRE FOR AGRIBIOSCIENC",PRJNA846078,55836581,47.5
GCA_016163805.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2020-12-21,Scaffold,2001,South Korea: Chungcheongnam-do province,Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,55404552,47.5
GCA_016163825.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2020-12-21,Scaffold,2009,"Japan: near Yamatokoriyama city, Nara prefecture",Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,52098078,47.5
GCA_016163845.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2020-12-21,Scaffold,2009,"Japan: near Kashihara city, Nara prefecture",Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,54870735,47.5
GCA_016163855.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2020-12-21,Scaffold,2008,"Japan: near Asuka city, Nara prefecture",Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,52032324,47.5
GCA_016163875.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2020-12-21,Scaffold,2008,"Japan: near Heguri city, Nara prefecture",Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,54455875,47.5
GCA_016163905.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2020-12-21,Scaffold,2008,"Japan: near Nasushiobara city, Tochigi prefecture",Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,53705409,48.0
GCA_016163965.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2020-12-21,Scaffold,2009,"Australia: near Wanneroo city, Western Australia province",Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,53286145,47.5
GCA_016163975.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2020-12-21,Contig,2008,"Australia: near Stanthorpe city, Queensland province",Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,50049385,47.5
GCA_016164105.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2020-12-21,Scaffold,1985,Japan: Fukuoka prefecture,Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,53594118,47.5
GCA_016164135.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2020-12-21,Scaffold,1985,Japan: Mie prefecture,Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,52678992,47.5
GCA_016164145.2,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2022-03-30,Chromosome,1990,Japan: Nara prefecture,Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,57345529,47.5
GCA_016165865.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2020-12-21,Scaffold,1987,Japan,Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,53230243,47.5
GCA_016165915.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2020-12-21,Scaffold,1987,Japan,Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,53425976,47.5
GCA_016165935.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2020-12-21,Contig,2012,"USA: near Salinas city, California",Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,53057356,47.5
GCA_016166065.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2020-12-21,Scaffold,2015,"USA: near Watsonville city, California",Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,54298159,47.5
GCA_016166085.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2020-12-21,Scaffold,2012,"USA: near Santa Barbara city, California",Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,53245687,47.5
GCA_016166095.2,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2022-03-18,Chromosome,2011,"USA: near Santa Maria city, California",Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,56135852,47.5
GCA_016166105.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2020-12-21,Scaffold,2011,"USA: near Oxnard city, California",Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,54314314,47.5
GCA_016166135.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2020-12-21,Scaffold,2011,"USA: near Oxnard city, California",Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,52108380,47.5
GCA_016166175.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2020-12-21,Scaffold,2009,"USA: near Oxnard city, California",Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,53086187,47.5
GCA_016166195.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2020-12-21,Scaffold,2008,"USA: near Oxnard city, California",Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,54465168,47.5
GCA_016166215.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2020-12-21,Contig,2008,"USA: near Ventura city, California",Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,53144989,47.5
GCA_016166225.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2020-12-21,Scaffold,2014,"Spain: near Huelva city, Andalusia region",Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,57371764,47.5
GCA_016166245.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2020-12-21,Scaffold,2014,"Spain: near Huelva city, Andalusia region",Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,57814691,47.5
GCA_016166285.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2020-12-21,Contig,1983,"Australia: near Thornlands city, Queensland province",Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,48011741,47.5
GCA_016166325.2,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2022-03-30,Chromosome,2002,"Australia: near Palmview City, Queensland province",Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,51480125,47.5
GCA_016166335.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2020-12-21,Scaffold,2005,"Australia: near Wamuran city, Queensland province",Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,50502586,47.5
GCA_016166345.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2020-12-21,Scaffold,2006,"Australia: near Wanneroo city, Western Australia province",Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,53550747,47.5
GCA_016166365.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2020-12-21,Scaffold,2002,"Australia: near Palmview city, Queensland province",Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,51259401,47.5
GCA_016166385.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2020-12-21,Scaffold,1962,"Australia: near Brisbane city, Queensland province",Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,47912063,47.5
GCA_016166395.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2020-12-21,Scaffold,2016,"South Korea: near Hongseong city, Chungcheongnam-do province",Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,54303119,47.5
GCA_016166415.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2020-12-21,Scaffold,2016,"South Korea: near Nonsan city, Chungcheongnam-do province",Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,53718512,47.5
GCA_016167825.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2020-12-21,Scaffold,2008,"South Korea: near Ganghwa city, Gyeonggi-do province",Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,54279971,47.5
GCA_016170085.2,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2021-02-17,Chromosome,2008,"USA: near Oxnard city, California",Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,55705793,47.5
GCA_016170095.2,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2021-02-17,Chromosome,2012,"USA: near San Luis Obispo city, California",Fragaria x ananassa,,,agricultural field [ENVO:00000114],plant,United States Department of Agriculture,agriculture,United States Department of Agriculture,United States Department of Agriculture,PRJNA578477,56921745,47.5
GCA_025217145.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2022-09-14,Contig,,Australia: WA,Fragaria x ananassa,,,agricultural ecosystem,plant,"AGRIBIO, CENTRE FOR AGRIBIOSCIENC",agriculture,"AGRIBIO, CENTRE FOR AGRIBIOSCIENC","AGRIBIO, CENTRE FOR AGRIBIOSCIENC",PRJNA846078,52799610,47.5
GCA_025267615.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2022-09-19,Contig,1989-05-04,Australia: Queensland,Fragaria x ananassa,,,agricultural ecosystem,plant,"AGRIBIO, CENTRE FOR AGRIBIOSCIENC",agriculture,"AGRIBIO, CENTRE FOR AGRIBIOSCIENC","AGRIBIO, CENTRE FOR AGRIBIOSCIENC",PRJNA846078,54213515,50.0
GCA_025267655.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2022-09-14,Contig,2009-02-06,Australia: Queensland,Fragaria x ananassa,,,agricultural ecosystem,plant,"AGRIBIO, CENTRE FOR AGRIBIOSCIENC",agriculture,"AGRIBIO, CENTRE FOR AGRIBIOSCIENC","AGRIBIO, CENTRE FOR AGRIBIOSCIENC",PRJNA846078,47680970,47.5
GCA_055682665.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2026-03-04,Scaffold,2024,USA: Connecticut,Fragaria x ananassa,infected strawberry crown,,Infected Strawberry Crown,plant,Connecticut Ag. Experiment Station,other,Connecticut Ag. Experiment Station,USDA,PRJNA1297115,51520403,47.5
GCA_055682725.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2026-03-04,Scaffold,2024,USA: Connecticut,Fragaria x ananassa,infected strawberry crown,,Infected Strawberry Crown,plant,Connecticut Ag. Experiment Station,other,Connecticut Ag. Experiment Station,USDA,PRJNA1297115,51113089,47.5
GCA_055682765.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2026-03-04,Scaffold,2024,USA: Connecticut,Fragaria x ananassa,infected strawberry crown,,Infected Strawberry Crown,plant,Connecticut Ag. Experiment Station,other,Connecticut Ag. Experiment Station,USDA,PRJNA1297115,52835687,47.5
GCA_055682805.1,Fusarium oxysporum f. sp. fragariae,100903,Fusarium spp.,High,2026-03-04,Scaffold,2024,USA: Connecticut,Fragaria x ananassa,infected strawberry crown,,Infected Strawberry Crown,plant,Connecticut Ag. Experiment Station,other,Connecticut Ag. Experiment Station,USDA,PRJNA1297115,52892937,47.5
GCA_002233895.1,Fusarium oxysporum f. sp. gladioli,113634,Fusarium spp.,High,2017-07-27,Scaffold,,France,,Gladiolus sp.,,,plant,University of Amsterdam,university,University of Amsterdam,University of Amsterdam,PRJNA389501,53227347,47.5
GCA_002233915.1,Fusarium oxysporum f. sp. gladioli,113634,Fusarium spp.,High,2017-07-27,Scaffold,,Netherlands,,Gladiolus sp.,,,plant,University of Amsterdam,university,University of Amsterdam,University of Amsterdam,PRJNA389501,56328106,47.5
GCA_002234195.1,Fusarium oxysporum f. sp. gladioli,113634,Fusarium spp.,High,2017-07-27,Scaffold,,Italy,,Gladiolus sp.,,,plant,University of Amsterdam,university,University of Amsterdam,University of Amsterdam,PRJNA389501,56132059,47.5
GCA_014857105.1,Fusarium oxysporum f. sp. koae,654392,Fusarium spp.,High,2020-10-06,Chromosome,2005,"USA: Hawaii, Hawaii",Acacia koa,,,Koa forest,unknown,Colorado State University,university,Colorado State University,Colorado State University,PRJNA627434,48133132,47.5
GCA_045786735.1,Fusarium oxysporum f. sp. lactucae,299031,Fusarium spp.,High,2024-12-06,Scaffold,2021,"USA: Salinas, California",Lactuca sativa,lettuce cultivar Tiber II,,,plant,the Pennsylvania State University,university,the Pennsylvania State University,United States Deparment of Agriculture-Agricultural Research Service,PRJNA1098703,52977320,47.5
GCA_045786885.1,Fusarium oxysporum f. sp. lactucae,299031,Fusarium spp.,High,2024-12-06,Scaffold,2022,"USA: Santa Maria, California",Lactuca sativa,lettuce cultivar Telluride,,,plant,the Pennsylvania State University,university,the Pennsylvania State University,United States Deparment of Agriculture-Agricultural Research Service,PRJNA1098703,55159327,47.5
GCA_045786925.1,Fusarium oxysporum f. sp. lactucae,299031,Fusarium spp.,High,2024-12-06,Scaffold,2021,"USA: Salinas, California",Lactuca sativa,lettuce cultivar Tiber II,,,plant,the Pennsylvania State University,university,the Pennsylvania State University,United States Deparment of Agriculture-Agricultural Research Service,PRJNA1098703,53800665,47.5
GCA_045786945.1,Fusarium oxysporum f. sp. lactucae,299031,Fusarium spp.,High,2024-12-06,Scaffold,2021,"USA: Salinas, California",Lactuca sativa,lettuce cultivar Tiber II,,,plant,the Pennsylvania State University,university,the Pennsylvania State University,United States Deparment of Agriculture-Agricultural Research Service,PRJNA1098703,54417758,47.5
GCA_045786965.1,Fusarium oxysporum f. sp. lactucae,299031,Fusarium spp.,High,2024-12-06,Scaffold,2021,"USA: Salinas, California",Lactuca sativa,lettuce cultivar Hercules,,,plant,the Pennsylvania State University,university,the Pennsylvania State University,United States Deparment of Agriculture-Agricultural Research Service,PRJNA1098703,53906324,47.5
GCA_045837815.1,Fusarium oxysporum f. sp. lactucae,299031,Fusarium spp.,High,2024-12-09,Contig,,,Lactuca sativa,,,,plant,NIAB,other,NIAB,NIAB,PRJNA1092066,62786185,47.5
GCA_045837925.1,Fusarium oxysporum f. sp. lactucae,299031,Fusarium spp.,High,2024-12-09,Contig,,,Lactuca sativa,,,,plant,NIAB,other,NIAB,NIAB,PRJNA1092066,62147408,47.5
GCA_045837975.1,Fusarium oxysporum f. sp. lactucae,299031,Fusarium spp.,High,2024-12-09,Contig,,,Lactuca sativa,,,,plant,NIAB,other,NIAB,NIAB,PRJNA1092066,66170021,47.5
GCA_045838035.1,Fusarium oxysporum f. sp. lactucae,299031,Fusarium spp.,High,2024-12-09,Contig,,,Lactuca sativa,,,,plant,NIAB,other,NIAB,NIAB,PRJNA1092066,66005277,48.0
GCA_045838055.1,Fusarium oxysporum f. sp. lactucae,299031,Fusarium spp.,High,2024-12-09,Contig,,,Lactuca sativa,,,,plant,NIAB,other,NIAB,NIAB,PRJNA1092066,68848182,47.5
GCA_045838095.1,Fusarium oxysporum f. sp. lactucae,299031,Fusarium spp.,High,2024-12-09,Contig,,,Lactuca sativa,,,,plant,NIAB,other,NIAB,NIAB,PRJNA1092066,62194631,47.5
GCA_055944325.1,Fusarium oxysporum f. sp. lactucae,299031,Fusarium spp.,High,2026-03-15,Complete Genome,,"USA: Huron, California",Lactuca sativa,(Paugh and Gordon 2020),,,plant,United States Deparment of Agriculture-Agricultural Research Service,agriculture,United States Deparment of Agriculture-Agricultural Research Service,United States Deparment of Agriculture-Agricultural Research Service,PRJNA1098703,64104511,47.5
GCA_055944345.1,Fusarium oxysporum f. sp. lactucae,299031,Fusarium spp.,High,2026-03-15,Complete Genome,,Spain,Lactuca sativa,Enza Pel,,,plant,United States Deparment of Agriculture-Agricultural Research Service,agriculture,United States Deparment of Agriculture-Agricultural Research Service,United States Deparment of Agriculture-Agricultural Research Service,PRJNA1098703,68502166,47.5
GCA_002233875.1,Fusarium oxysporum f. sp. lagenariae,120295,Fusarium spp.,High,2017-07-27,Scaffold,,Japan,,Lagenaria sp.,,,plant,University of Amsterdam,university,University of Amsterdam,University of Amsterdam,PRJNA389501,54646211,47.5
GCA_002234135.1,Fusarium oxysporum f. sp. lagenariae,120295,Fusarium spp.,High,2017-07-27,Scaffold,,Japan,,Lagenaria sp.,,,plant,University of Amsterdam,university,University of Amsterdam,University of Amsterdam,PRJNA389501,47947458,47.5
GCA_002234165.1,Fusarium oxysporum f. sp. lagenariae,120295,Fusarium spp.,High,2017-07-27,Scaffold,,Japan,,Lagenaria sp.,,,plant,University of Amsterdam,university,University of Amsterdam,University of Amsterdam,PRJNA389501,56087837,47.5
GCA_002234185.1,Fusarium oxysporum f. sp. lagenariae,120295,Fusarium spp.,High,2017-07-27,Scaffold,,Japan,,Lagenaria sp.,,,plant,University of Amsterdam,university,University of Amsterdam,University of Amsterdam,PRJNA389501,53871913,47.5
GCA_002234115.1,Fusarium oxysporum f. sp. lilii,120039,Fusarium spp.,High,2017-07-27,Scaffold,,Netherlands,,Lilium sp.,,,unknown,University of Amsterdam,university,University of Amsterdam,University of Amsterdam,PRJNA389501,53381425,47.5
GCA_012026625.1,Fusarium oxysporum f. sp. lini,120040,Fusarium spp.,High,2020-04-06,Contig,2019-07,Russia:Torzhok,,,,,unknown,"Engelhardt Institute of Molecular Biology, Russian Academy of Sciences",other,"Engelhardt Institute of Molecular Biology, Russian Academy of Sciences","Engelhardt Institute of Molecular Biology, Russian Academy of Sciences",PRJNA578147,59158690,48.0
GCA_013423225.1,Fusarium oxysporum f. sp. lini,120040,Fusarium spp.,High,2020-07-21,Chromosome,2019-06,Russia: Torzhok,Linum usitatissimum,flax root,,,plant,St. Petersburg University,university,St. Petersburg University,St. Petersburg University,PRJNA630722,46882880,48.5
GCA_013423235.1,Fusarium oxysporum f. sp. lini,120040,Fusarium spp.,High,2020-07-21,Chromosome,2019-06,Russia: Torzhok,Linum usitatissimum,flax root,,,plant,St. Petersburg University,university,St. Petersburg University,St. Petersburg University,PRJNA630722,47502701,48.5
GCA_013423245.1,Fusarium oxysporum f. sp. lini,120040,Fusarium spp.,High,2020-07-21,Chromosome,2019-06,Russia: Torzhok,Linum usitatissimum,flax root,,ENVO:00000113,plant,St. Petersburg University,university,St. Petersburg University,St. Petersburg University,PRJNA630722,69459321,48.0
GCA_013423255.1,Fusarium oxysporum f. sp. lini,120040,Fusarium spp.,High,2020-07-21,Chromosome,2019-06,Russia: Torzhok,Linum usitatissimum,flax root,,,plant,St. Petersburg University,university,St. Petersburg University,St. Petersburg University,PRJNA630722,47606148,48.5
GCA_013423265.1,Fusarium oxysporum f. sp. lini,120040,Fusarium spp.,High,2020-07-21,Chromosome,2019-06,Russia: Torzhok,Linum usitatissimum,flax root,,,plant,St. Petersburg University,university,St. Petersburg University,St. Petersburg University,PRJNA630722,47954392,48.5
GCA_019670925.1,Fusarium oxysporum f. sp. lini,120040,Fusarium spp.,High,2021-08-19,Scaffold,2018-06,Russia: Torzhok,,mycelium,,,plant,"Engelhardt Institute of Molecular Biology, Russian Academy of Sciences",other,"Engelhardt Institute of Molecular Biology, Russian Academy of Sciences","Engelhardt Institute of Molecular Biology, Russian Academy of Sciences",PRJNA721899,53252342,47.5
GCA_019670985.1,Fusarium oxysporum f. sp. lini,120040,Fusarium spp.,High,2021-08-19,Scaffold,2018-06,Russia: Torzhok,,mycelium,,,plant,"Engelhardt Institute of Molecular Biology, Russian Academy of Sciences",other,"Engelhardt Institute of Molecular Biology, Russian Academy of Sciences","Engelhardt Institute of Molecular Biology, Russian Academy of Sciences",PRJNA721899,62872933,48.0
GCA_019671045.1,Fusarium oxysporum f. sp. lini,120040,Fusarium spp.,High,2021-08-19,Scaffold,2018-06,Russia: Torzhok,,mycelium,,,plant,"Engelhardt Institute of Molecular Biology, Russian Academy of Sciences",other,"Engelhardt Institute of Molecular Biology, Russian Academy of Sciences","Engelhardt Institute of Molecular Biology, Russian Academy of Sciences",PRJNA721899,65758114,48.0
GCA_019671085.1,Fusarium oxysporum f. sp. lini,120040,Fusarium spp.,High,2021-08-19,Scaffold,2018-06,Russia: Torzhok,,mycelium,,,plant,"Engelhardt Institute of Molecular Biology, Russian Academy of Sciences",other,"Engelhardt Institute of Molecular Biology, Russian Academy of Sciences","Engelhardt Institute of Molecular Biology, Russian Academy of Sciences",PRJNA721899,63546914,48.0
GCA_019671095.1,Fusarium oxysporum f. sp. lini,120040,Fusarium spp.,High,2021-08-19,Scaffold,2018-06,Russia: Torzhok,,mycelium,,,plant,"Engelhardt Institute of Molecular Biology, Russian Academy of Sciences",other,"Engelhardt Institute of Molecular Biology, Russian Academy of Sciences","Engelhardt Institute of Molecular Biology, Russian Academy of Sciences",PRJNA721899,61544961,48.0
GCA_002233855.1,Fusarium oxysporum f. sp. luffae,243110,Fusarium spp.,High,2017-07-27,Scaffold,,Taiwan,,Luffa sp.,,,unknown,University of Amsterdam,university,University of Amsterdam,University of Amsterdam,PRJNA389501,48269233,47.5
GCA_002234105.1,Fusarium oxysporum f. sp. luffae,243110,Fusarium spp.,High,2017-07-27,Scaffold,,Taiwan,,Luffa sp.,,,unknown,University of Amsterdam,university,University of Amsterdam,University of Amsterdam,PRJNA389501,48207455,47.5
